gender,birth_year,education_stage,work_mode,device_usage_type,daily_screen_time,social_media_hours,doomscrolling_duration,late_night_device_usage,notification_count,smartphone_unlocks,app_switch_frequency,concentration_score,distraction_frequency,focus_sessions,deep_work_hours,task_completion_rate,sleep_hours,sleep_quality,motivation_level,emotional_exhaustion,stress_level,mental_fatigue,DE01_indicator_score,DE02_indicator_score,DE04_indicator_score,DE05_indicator_score,PS02_indicator_score,CP03_indicator_score,CP02_indicator_score,CP04_indicator_score,SR01_indicator_score,SR05_indicator_score,PS03_indicator_score,PS04_indicator_score,psychological_symptoms_score,digital_exposure_score,cognitive_performance_score,sleep_and_recovery_score,digital_burnout_score,dbi_level
Nam,2003 - 2005,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,1,1,3,0,1,3,8,2,3,1,1,0,7,8,5,5,2,0.75,0.6666666666666666,0.16666666666666666,1.0,0.25,0.29629629629629634,0.6666666666666667,0.6666666666666667,1.0,0.3333333333333335,1.0,0.25,0.25045442661608525,0.228700974765297,0.09234285037882467,0.0952951774281624,0.6667934291883694,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,1,3,3,0,1,3,2,2,2,2,2,2,8,8,4,5,4,0.5,0.6666666666666666,0.16666666666666666,1.0,0.75,0.6296296296296297,0.33333333333333337,0.33333333333333337,0.5,0.22222222222222232,0.875,0.75,0.3028102233801334,0.19566810303816734,0.0885979466898437,0.049363584509351556,0.636439857617496,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,1,3,0,2,2,8,3,2,3,1,1,3,7,4,4,3,0.75,0.8333333333333333,0.3333333333333333,1.0,0.25,0.5185185185185186,0.0,0.6666666666666667,0.75,0.7777777777777778,0.75,0.5,0.20536739011544164,0.24520150808887015,0.0671174255840683,0.08777334312619012,0.6054596669145702,Low Risk
Nam,2003 - 2005,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,1,3,3,0,2,3,4,1,1,3,0,3,5,6,5,5,5,0.5,0.6666666666666666,0.3333333333333333,1.0,0.75,0.5555555555555556,0.0,1.0,0.25,0.5555555555555556,1.0,1.0,0.33687960860915844,0.2067826607179831,0.08109466691436489,0.038409758616838575,0.663166694858345,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,3,1,0,6,3,2,2,1,3,5,8,5,3,3,1.0,0.3333333333333333,0.6666666666666666,1.0,0.75,0.5925925925925926,0.33333333333333337,0.6666666666666667,0.25,0.5555555555555556,0.75,0.5,0.26874083815110844,0.2843055682443591,0.09604803086622778,0.038409758616838575,0.687504195878534,Medium Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,1,3,3,2,0,6,2,1,2,2,3,7,3,3,5,3,0.25,0.16666666666666666,0.8333333333333333,1.0,0.25,0.5925925925925927,0.33333333333333337,0.33333333333333337,0.25,0.3333333333333335,0.75,0.5,0.20536739011544164,0.19093553509902847,0.08533436811288746,0.03154577543575718,0.5131830687631147,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,0,2,1,5,1,2,3,1,1,3,3,3,4,2,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.40740740740740744,0.0,0.6666666666666667,0.75,0.7777777777777778,0.625,0.25,0.26635817693991687,0.2620764528847276,0.057326689853199525,0.08777334312619012,0.6735346628040342,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,4,3,1,2,2,6,2,1,2,2,1,5,5,3,3,5,1.0,0.6666666666666666,0.5,1.0,1.0,0.5925925925925927,0.33333333333333337,0.33333333333333337,0.75,0.5555555555555556,0.5,1.0,0.2630244369874337,0.2839629618520581,0.08533436811288746,0.08090935994510873,0.7132311268974879,High Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,2,3,3,1,2,8,3,2,3,0,0,7,7,3,3,5,0.25,0.5,0.6666666666666666,1.0,0.5,0.5185185185185186,0.0,1.0,1.0,0.3333333333333335,0.5,1.0,0.19965098895176683,0.19059292870672756,0.07783108833740864,0.0952951774281624,0.5633701834240654,Low Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,2,3,0,1,3,2,2,3,0,0,0,8,7,5,5,5,0.25,0.6666666666666666,0.16666666666666666,1.0,0.5,0.5185185185185185,1.0,1.0,1.0,0.22222222222222232,1.0,1.0,0.30519288459132504,0.16263523131103771,0.14504143272214953,0.09186318583762171,0.7047327344621339,High Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,3,2,3,0,1,2,6,2,2,0,1,3,5,8,5,3,5,0.5,0.8333333333333333,0.16666666666666666,1.0,0.5,0.48148148148148157,1.0,0.6666666666666667,0.25,0.5555555555555556,0.75,1.0,0.25242193677154595,0.20105407868192474,0.13106419139185294,0.038409758616838575,0.6229499654621622,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,1,3,3,1,3,2,3,2,0,2,1,3,5,4,3,3,1.0,0.8333333333333333,0.6666666666666666,1.0,0.25,0.7407407407407408,1.0,0.33333333333333337,0.75,0.7777777777777778,0.625,0.5,0.1789819162055521,0.3004634951756313,0.14319557867720645,0.08777334312619012,0.7104143331845799,High Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,2,3,2,2,1,4,1,3,3,1,3,7,4,5,4,2,1.0,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,0.0,0.6666666666666667,0.25,0.3333333333333335,0.875,0.25,0.2557556767240291,0.2896915438881165,0.050799532699287,0.03154577543575718,0.6277925287471898,Medium Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,1,1,1,4,3,2,3,2,1,5,4,5,4,3,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.33333333333333337,0.75,0.5555555555555556,0.875,0.5,0.32681303607883144,0.2620764528847276,0.069458077138553,0.08090935994510873,0.7392569260472207,High Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,1,3,2,2,1,4,2,2,1,2,1,3,7,5,3,5,0.25,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5555555555555557,0.6666666666666667,0.33333333333333337,0.75,0.7777777777777778,0.75,1.0,0.22073521275371252,0.19597890435048496,0.10447423766417817,0.08777334312619012,0.6089616978945658,Low Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,1,3,0,2,1,6,1,2,3,0,3,4,5,3,3,2,0.75,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3703703703703704,0.0,1.0,0.25,0.6666666666666667,0.5,0.25,0.14491253097652707,0.23981553244511275,0.0647767740295836,0.04184175020737928,0.4913465876586027,Low Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,1,2,0,6,2,3,3,0,0,4,3,4,5,2,1.0,0.16666666666666666,0.5,1.0,1.0,0.3703703703703704,0.0,1.0,1.0,0.6666666666666667,0.875,0.25,0.31912912475969596,0.26780503492078594,0.0647767740295836,0.1055911521997845,0.75730208590985,High Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,3,3,3,1,0,6,2,2,2,0,2,6,3,5,3,5,0.25,0.5,0.6666666666666666,1.0,0.75,0.48148148148148157,0.33333333333333337,1.0,0.5,0.4444444444444444,0.75,1.0,0.28410866078937935,0.19059292870672756,0.09697095788869935,0.05622756769043295,0.6279001150752391,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,2,3,2,1,2,4,2,2,0,0,1,4,3,5,4,4,1.0,0.8333333333333333,0.5,1.0,0.5,0.5555555555555557,1.0,1.0,0.75,0.6666666666666667,0.875,0.75,0.2711234993623,0.28934893749581553,0.14830501129910578,0.08434135153564942,0.7931187996928708,High Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,1,2,3,2,2,1,4,3,3,1,1,0,5,3,5,4,4,0.5,0.3333333333333333,0.6666666666666666,1.0,0.5,0.5555555555555556,0.6666666666666667,0.6666666666666667,1.0,0.5555555555555556,0.875,0.75,0.2711234993623,0.21823982479009976,0.11518790041751849,0.10215916060924381,0.7067103851791621,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,2,1,3,4,3,1,2,2,0,4,4,5,4,3,0.75,1.0,0.5,1.0,1.0,0.7777777777777778,0.33333333333333337,0.33333333333333337,1.0,0.6666666666666667,0.875,0.5,0.32681303607883144,0.26170204141244324,0.10165226099766873,0.1055911521997845,0.795758490688728,High Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,1,2,3,0,2,0,6,1,3,2,1,2,6,4,4,5,2,0.75,0.16666666666666666,0.3333333333333333,1.0,0.5,0.25925925925925924,0.33333333333333337,0.6666666666666667,0.5,0.4444444444444444,0.875,0.25,0.2557556767240291,0.22365760551384054,0.06667582367362145,0.05622756769043295,0.602316673601924,Low Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,1,3,0,1,2,8,3,3,3,0,0,3,3,3,5,3,1.0,0.5,0.16666666666666666,1.0,0.25,0.40740740740740744,0.0,1.0,1.0,0.7777777777777778,0.75,0.5,0.20536739011544164,0.2563478708486692,0.06804035260653984,0.10902314379032521,0.6387787573609759,Medium Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,4,3,0,1,1,6,3,3,1,0,2,8,7,5,5,2,0.25,0.6666666666666666,0.16666666666666666,1.0,1.0,0.48148148148148145,0.6666666666666667,1.0,0.5,0.22222222222222232,1.0,0.25,0.3455145986695855,0.16263523131103771,0.11937440601694631,0.049363584509351556,0.676887820506921,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,3,3,1,2,2,8,3,3,1,1,0,8,5,5,4,3,0.75,0.8333333333333333,0.5,1.0,0.75,0.40740740740740744,0.6666666666666667,0.6666666666666667,1.0,0.22222222222222232,0.875,0.5,0.295126312060998,0.2563160657686859,0.10213358610969345,0.09186318583762171,0.745439149776999,High Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,4,3,2,1,1,6,3,1,2,0,0,8,3,3,5,5,0.25,0.6666666666666666,0.5,1.0,1.0,0.7037037037037037,0.33333333333333337,1.0,1.0,0.22222222222222232,0.75,1.0,0.3157953848072128,0.1848643466706692,0.1165524293504369,0.09186318583762171,0.7090753466659405,High Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,0,2,2,2,3,1,1,2,1,7,4,3,5,2,1.0,0.5,0.3333333333333333,1.0,1.0,0.8518518518518517,0.6666666666666667,0.33333333333333337,0.75,0.3333333333333335,0.75,0.25,0.2927436508498064,0.267462428528485,0.13058286627982824,0.07404537676402732,0.7648343224221471,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,3,3,1,1,0,5,1,2,3,1,0,3,4,5,4,2,1.0,0.16666666666666666,0.3333333333333333,1.0,0.75,0.40740740740740744,0.0,0.6666666666666667,1.0,0.7777777777777778,0.875,0.25,0.2874424007418625,0.2566904772409702,0.057326689853199525,0.10902314379032521,0.7104827116263575,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,4,3,2,1,0,2,3,3,0,0,0,4,3,3,5,4,0.25,0.5,0.5,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.6666666666666667,0.75,0.75,0.3081114734880773,0.17947837102691178,0.15483216845301828,0.1055911521997845,0.7480131651677919,High Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,1,3,3,1,3,5,2,2,1,1,3,8,3,5,4,3,0.75,0.8333333333333333,0.6666666666666666,1.0,0.25,0.5185185185185186,0.6666666666666667,0.6666666666666667,0.25,0.22222222222222232,0.875,0.5,0.23175286402533118,0.2674306234485016,0.11192432184056224,0.02811378384521648,0.6392215931596115,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,1,1,2,8,2,3,2,2,0,7,5,5,4,5,1.0,0.5,0.3333333333333333,1.0,1.0,0.29629629629629634,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333335,0.875,1.0,0.34218085871710235,0.267462428528485,0.059225739497237376,0.0952951774281624,0.7641642041709872,High Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,1,1,3,0,2,0,7,2,2,1,1,2,8,3,4,5,5,0.75,0.16666666666666666,0.3333333333333333,1.0,0.25,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.5,0.22222222222222232,0.875,1.0,0.24712068666360207,0.22365760551384054,0.10539716468664971,0.049363584509351556,0.6255390413734438,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,2,3,5,2,1,1,2,2,6,6,3,4,4,0.75,1.0,0.3333333333333333,1.0,1.0,0.6296296296296297,0.6666666666666667,0.33333333333333337,0.5,0.4444444444444444,0.625,0.75,0.2817259995781878,0.2505874837326275,0.11100139481809067,0.05622756769043295,0.6995424458193389,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,4,3,0,1,1,7,1,3,2,1,2,6,3,5,4,5,0.75,0.6666666666666666,0.16666666666666666,1.0,1.0,0.22222222222222224,0.33333333333333337,0.6666666666666667,0.5,0.4444444444444444,0.875,1.0,0.34218085871710235,0.228700974765297,0.0634122450966652,0.05622756769043295,0.6905216462694974,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,2,3,2,1,0,4,1,3,0,0,3,8,3,4,4,4,1.0,0.16666666666666666,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,0.25,0.22222222222222232,0.75,0.75,0.24473802545241047,0.26780503492078594,0.12872353983736823,0.02811378384521648,0.6693803840557812,Medium Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,2,3,2,2,3,6,3,3,3,1,1,4,7,5,5,5,1.0,1.0,0.6666666666666666,1.0,0.5,0.48148148148148145,0.0,0.6666666666666667,0.75,0.6666666666666667,1.0,1.0,0.30519288459132504,0.30584947081938874,0.06385384700711204,0.08434135153564942,0.7592375539534753,High Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,2,1,0,7,3,3,1,2,3,8,3,5,5,3,1.0,0.16666666666666666,0.5,1.0,1.0,0.4444444444444445,0.6666666666666667,0.33333333333333337,0.25,0.22222222222222232,1.0,0.5,0.353198509988721,0.26780503492078594,0.09468350193330938,0.02811378384521648,0.7438008306880327,High Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,1,3,1,1,3,4,1,2,3,2,2,4,5,5,5,4,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.4444444444444445,0.0,0.33333333333333337,0.5,0.6666666666666667,1.0,0.75,0.26582224925435616,0.2728484041722424,0.04987660567681544,0.06309155087151436,0.6516388099749284,Medium Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,4,3,2,2,0,7,1,3,3,1,0,7,4,3,4,5,1.0,0.16666666666666666,0.6666666666666666,1.0,1.0,0.22222222222222224,0.0,0.6666666666666667,1.0,0.3333333333333335,0.625,1.0,0.28940991089732326,0.27891959260060173,0.04100879696841822,0.0952951774281624,0.7046334778945056,High Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,1,3,0,1,1,6,1,3,0,2,0,7,5,5,5,5,1.0,0.5,0.16666666666666666,1.0,0.25,0.25925925925925924,1.0,0.33333333333333337,1.0,0.3333333333333335,1.0,1.0,0.27350616057349164,0.2563478708486692,0.10076905717677505,0.0952951774281624,0.7259182660270984,High Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,1,3,1,1,3,8,2,1,1,0,1,6,4,3,5,4,1.0,0.8333333333333333,0.3333333333333333,1.0,0.25,0.5185185185185186,0.6666666666666667,1.0,0.75,0.4444444444444444,0.75,0.75,0.21305130143457707,0.2782343798159998,0.12263798459390257,0.07747736835456802,0.6914010341990474,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,2,3,3,1,1,0,8,2,2,3,1,1,6,6,3,5,3,1.0,0.3333333333333333,0.3333333333333333,1.0,0.75,0.40740740740740744,0.0,0.6666666666666667,0.75,0.4444444444444444,0.75,0.5,0.26874083815110844,0.2620764528847276,0.057326689853199525,0.07747736835456802,0.6656213492436035,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,3,2,3,1,1,2,7,2,1,3,0,0,7,6,4,4,3,0.25,0.8333333333333333,0.3333333333333333,1.0,0.5,0.5555555555555556,0.0,1.0,1.0,0.3333333333333335,0.75,0.5,0.23705411413327504,0.17913576463461084,0.08109466691436489,0.0952951774281624,0.5925797231104132,Low Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,3,2,3,3,2,1,4,1,2,1,2,3,6,6,4,5,4,0.75,0.6666666666666666,0.8333333333333333,1.0,0.5,0.4444444444444445,0.6666666666666667,0.33333333333333337,0.25,0.4444444444444444,0.875,0.75,0.2711234993623,0.27315920548455996,0.09468350193330938,0.034977767026297873,0.6739439738064672,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,1,3,2,1,2,5,3,2,2,0,3,8,6,4,4,5,0.25,0.5,0.5,1.0,0.25,0.6296296296296297,0.33333333333333337,1.0,0.25,0.22222222222222232,0.75,1.0,0.22073521275371252,0.17947837102691178,0.11002527219652437,0.02811378384521648,0.5383526398223651,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,1,3,0,2,2,4,1,3,2,0,2,4,3,3,5,4,0.25,0.5,0.3333333333333333,1.0,0.25,0.3333333333333333,0.33333333333333337,1.0,0.5,0.6666666666666667,0.75,0.75,0.21305130143457707,0.16836381334709605,0.0839166435808743,0.06309155087151436,0.5284233092340618,Low Risk
Nữ,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,1,1,3,0,2,3,4,1,3,2,1,2,4,6,5,5,3,1.0,0.6666666666666666,0.3333333333333333,1.0,0.25,0.3333333333333333,0.33333333333333337,0.6666666666666667,0.5,0.6666666666666667,1.0,0.5,0.25813833793522073,0.2728484041722424,0.07320298082753397,0.06309155087151436,0.6672812738065115,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,2,3,1,2,1,7,2,2,1,1,1,7,5,5,4,3,0.25,0.3333333333333333,0.5,1.0,0.5,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.75,0.3333333333333335,0.875,0.5,0.2634395880431646,0.17409239538315438,0.10539716468664971,0.07404537676402732,0.616974524876996,Medium Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,2,3,3,0,1,0,5,1,2,2,1,0,6,6,5,4,5,0.25,0.3333333333333333,0.16666666666666666,1.0,0.75,0.40740740740740744,0.33333333333333337,0.6666666666666667,1.0,0.4444444444444444,0.875,1.0,0.3104941346992689,0.1518632800235229,0.07973013798144649,0.0987271690187031,0.6408147217229414,Medium Risk
Nam,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,1,3,2,2,0,5,3,2,1,0,0,6,4,4,5,5,0.75,0.3333333333333333,0.6666666666666666,1.0,0.25,0.6296296296296297,0.6666666666666667,1.0,1.0,0.4444444444444444,0.875,1.0,0.24712068666360207,0.25127269651722944,0.13242872032477132,0.0987271690187031,0.7295492725243058,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,1,2,3,0,2,3,5,1,3,0,0,3,7,7,4,5,3,0.75,0.6666666666666666,0.3333333333333333,1.0,0.5,0.2962962962962963,1.0,1.0,0.25,0.3333333333333335,0.875,0.5,0.2634395880431646,0.23981553244511275,0.12545996126041198,0.03154577543575718,0.6602608571844465,Medium Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,1,3,2,2,0,5,1,1,3,2,0,6,7,5,5,2,0.75,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5185185185185185,0.0,0.33333333333333337,1.0,0.4444444444444444,1.0,0.25,0.25045442661608525,0.25127269651722944,0.056403762830727955,0.0987271690187031,0.6568580549827456,Medium Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,3,2,3,3,1,1,1,5,3,1,0,0,0,4,5,3,5,4,0.75,0.5,0.3333333333333333,1.0,0.75,0.7407407407407408,1.0,1.0,1.0,0.6666666666666667,0.75,0.75,0.27642474947024387,0.23442955680135535,0.1646229041838871,0.1055911521997845,0.7810683626552708,High Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 1-2),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,2,2,3,2,2,3,2,2,2,0,1,1,4,5,4,5,5,0.25,0.8333333333333333,0.6666666666666666,1.0,0.5,0.6296296296296297,1.0,0.6666666666666667,0.75,0.6666666666666667,0.875,1.0,0.2788074106814355,0.20136487999424235,0.14411850569967796,0.08434135153564942,0.7086321479110052,High Risk
