gender,birth_year,education_stage,work_mode,device_usage_type,daily_screen_time,social_media_hours,doomscrolling_duration,late_night_device_usage,notification_count,smartphone_unlocks,app_switch_frequency,concentration_score,distraction_frequency,focus_sessions,deep_work_hours,task_completion_rate,sleep_hours,sleep_quality,motivation_level,emotional_exhaustion,stress_level,mental_fatigue,DE01_indicator_score,DE02_indicator_score,DE04_indicator_score,DE05_indicator_score,PS02_indicator_score,CP03_indicator_score,CP02_indicator_score,CP04_indicator_score,SR01_indicator_score,SR05_indicator_score,PS03_indicator_score,PS04_indicator_score,psychological_symptoms_score,digital_exposure_score,cognitive_performance_score,sleep_and_recovery_score,digital_burnout_score,dbi_level
Nữ,2009 - 2012,Đã đi làm toàn thời gian,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,1,0,2,1,0,3,9,3,3,3,0,3,3,4,2,4,1,1.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.3703703703703704,0.0,1.0,0.25,0.7777777777777778,0.5,0.0,0.1055418956395582,0.22941921338273907,0.0647767740295836,0.04527374179791997,0.44501162484980084,Low Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,2,3,2,2,0,2,1,0,1,2,1,2,1,2,2,2,4,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.75,0.5555555555555556,0.33333333333333337,0.6666666666666667,0.5,1.0,0.25,0.75,0.1708828538306857,0.24053377106255483,0.09278445228927151,0.07338752564313646,0.5775886028256485,Low Risk
Nam,2006 - 2008,Đã đi làm toàn thời gian,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,3,3,2,2,3,2,1,0,2,2,0,4,5,5,2,3,4,0.75,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.75,0.4444444444444445,0.33333333333333337,1.0,0.0,0.5555555555555556,0.375,0.75,0.19726832774057523,0.2462305480186298,0.09370737931174308,0.0171599579527035,0.5543662130236516,Low Risk
Nam,2003 - 2005,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,2,3,3,1,2,1,3,0,1,3,1,4,3,7,2,5,1,1.0,0.5,0.5,1.0,0.75,0.48148148148148157,0.0,0.6666666666666667,0.0,0.7777777777777778,0.625,0.0,0.226987541602948,0.27857698620830074,0.06385384700711204,0.0240239411337849,0.5934423159521457,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,1,1,3,1,3,3,7,1,3,1,1,0,3,10,5,2,1,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,0.22222222222222224,0.6666666666666667,0.6666666666666667,1.0,0.7777777777777778,0.625,0.0,0.16361409356728118,0.26204464780474424,0.08581569322491216,0.10902314379032521,0.6204975783872627,Medium Risk
Nam,2009 - 2012,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,1,4,3,3,3,1,8,2,2,1,1,0,3,4,4,4,2,0.75,0.3333333333333333,1.0,1.0,1.0,0.40740740740740744,0.6666666666666667,0.6666666666666667,1.0,0.7777777777777778,0.75,0.25,0.2927436508498064,0.2735018118768609,0.10213358610969345,0.10902314379032521,0.777402192626686,High Risk
Nữ,2003 - 2005,Sinh viên đại học / cao đẳng (năm 1-2),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,1,2,1,1,2,1,1,1,3,1,3,6,3,3,1,5,0.75,0.5,0.3333333333333333,0.6666666666666666,0.25,0.6666666666666666,0.0,0.6666666666666667,0.25,0.4444444444444444,0.25,1.0,0.11519331711415431,0.20211492369166778,0.08017173989189333,0.034977767026297873,0.43245774772401324,Low Risk
Nam,2009 - 2012,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,3,4,3,1,2,3,10,3,1,3,2,3,8,10,5,4,4,0.5,1.0,0.5,1.0,1.0,0.5555555555555556,0.0,0.33333333333333337,0.25,0.22222222222222232,0.875,0.75,0.33449694739796687,0.22866916968531362,0.05966734140768422,0.02811378384521648,0.6509472423361812,Medium Risk
Nam,2009 - 2012,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,3,0,3,0,0,1,5,3,2,2,3,0,4,2,2,4,2,0.5,0.6666666666666666,0.0,1.0,0.0,0.6296296296296297,0.33333333333333337,0.0,1.0,0.6666666666666667,0.5,0.25,0.11322580695869365,0.18455354535835158,0.07788428393650337,0.1055911521997845,0.4812547884533331,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,2,0,3,3,1,2,10,3,3,0,0,0,7,3,2,5,3,0.75,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333335,0.625,0.5,0.14729519218771867,0.26204464780474424,0.12872353983736823,0.0952951774281624,0.6333585572579935,Medium Risk
Nữ,2000 - 2002,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,2,1,3,1,1,0,5,0,3,1,1,2,9,7,2,2,5,0.25,0.3333333333333333,0.3333333333333333,1.0,0.25,0.1851851851851852,0.6666666666666667,0.6666666666666667,0.5,0.11111111111111116,0.25,1.0,0.11519331711415431,0.16297783770333862,0.08255211464795591,0.045931592918810854,0.40665486238425974,Low Risk
Nữ,2009 - 2012,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,2,2,0,3,1,0,1,7,0,2,3,1,3,4,9,4,5,4,0.5,0.5,0.16666666666666666,1.0,0.0,0.2222222222222223,0.0,0.6666666666666667,0.25,0.6666666666666667,0.875,0.75,0.20775005132663318,0.19028212739440992,0.041008796968418235,0.04184175020737928,0.48088272589684067,Low Risk
Nam,1997 - 1999,Học sinh THPT,Hoàn toàn online / remote,"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,2,0,3,0,1,0,8,2,2,3,2,4,6,2,2,5,5,0.25,0.3333333333333333,0.16666666666666666,1.0,0.0,0.40740740740740744,0.0,0.33333333333333337,0.0,0.4444444444444444,0.625,1.0,0.16266301482598955,0.1518632800235229,0.046613027099859185,0.0137279663621628,0.37486728831153443,Low Risk
Nữ,2003 - 2005,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,1,0,2,1,3,3,3,1,3,0,3,1,4,1,4,3,4,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.3703703703703704,1.0,0.0,0.75,0.6666666666666667,0.625,0.75,0.1549791035068541,0.2627628864221863,0.09984613015430349,0.08434135153564942,0.6019294716189934,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 1-2),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,3,3,2,2,3,0,1,1,3,1,0,2,5,3,3,5,2,0.25,0.5,0.8333333333333333,0.6666666666666666,0.75,0.4444444444444444,0.6666666666666667,1.0,0.5,0.5555555555555556,0.75,0.25,0.26105692683197296,0.16939285327685571,0.11611082743999004,0.05965955928097365,0.6062201668297924,Low Risk
Nam,2006 - 2008,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,3,2,2,3,2,0,2,1,3,0,1,4,4,4,3,5,2,1.0,0.5,0.8333333333333333,0.6666666666666666,0.5,0.4074074074074074,1.0,0.6666666666666667,0.0,0.6666666666666667,0.75,0.25,0.22937020281413958,0.2684914684582447,0.12453703423794041,0.0205919495432442,0.6429906550535688,Medium Risk
Nữ,2000 - 2002,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,2,3,3,2,3,2,1,2,3,1,0,2,2,10,5,1,5,1.0,0.6666666666666666,0.8333333333333333,1.0,0.75,0.5555555555555555,0.6666666666666667,1.0,0.5,0.8888888888888888,0.5,1.0,0.23133771296960023,0.3061920772116896,0.12590156317085882,0.06995553405259575,0.7333868874047444,High Risk
Nam,2009 - 2012,Vừa học vừa đi làm / thực tập,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,1,4,2,3,3,3,6,2,3,0,0,2,4,6,2,4,2,0.25,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3703703703703704,1.0,1.0,0.5,0.6666666666666667,0.5,0.25,0.23997270303002735,0.1858933866004289,0.13198711841432448,0.06309155087151436,0.6209447589162951,Medium Risk
Nam,1997 - 1999,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",4,1,2,3,1,3,2,10,2,2,2,1,3,3,8,3,4,3,1.0,0.5,0.6666666666666666,1.0,0.5,0.3333333333333333,0.33333333333333337,0.6666666666666667,0.25,0.7777777777777778,0.625,0.5,0.2106686402233855,0.2896915438881165,0.07320298082753397,0.04527374179791997,0.6188369067369559,Medium Risk
Nữ,2006 - 2008,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,3,0,3,1,3,1,5,3,2,2,0,4,7,10,4,3,2,0.75,0.6666666666666666,0.6666666666666666,1.0,0.0,0.6296296296296297,0.33333333333333337,1.0,0.0,0.3333333333333335,0.625,0.25,0.1396112808685832,0.26204464780474424,0.11002527219652437,0.010295974771622104,0.521977175641474,Low Risk
Nữ,2003 - 2005,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,2,1,2,1,1,2,10,1,2,2,2,3,7,3,3,4,3,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.25,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.25,0.3333333333333335,0.625,0.5,0.1789819162055521,0.17446802760829552,0.052698582343324855,0.03154577543575718,0.43769430159292966,Low Risk
Nữ,2000 - 2002,Vừa học vừa đi làm / thực tập,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,3,1,3,0,0,2,3,3,3,3,1,3,1,8,3,2,2,1.0,0.8333333333333333,0.0,1.0,0.25,0.5925925925925926,0.0,0.6666666666666667,0.25,1.0,0.375,0.25,0.11852705706663752,0.2560052644563683,0.07364458273798082,0.052137724979001376,0.500314629239988,Low Risk
Nam,2003 - 2005,Vừa học vừa đi làm / thực tập,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,3,0,3,2,1,3,4,1,1,0,1,4,5,7,5,3,5,0.75,1.0,0.5,1.0,0.0,0.5555555555555556,1.0,0.6666666666666667,0.0,0.5555555555555556,0.75,1.0,0.1890484887358791,0.26170204141244324,0.13759134854576546,0.0171599579527035,0.6055018366467914,Low Risk
Nữ,2000 - 2002,Đã đi làm toàn thời gian,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,2,2,2,3,2,6,1,2,0,3,3,5,1,4,2,5,0.75,0.5,0.8333333333333333,0.6666666666666666,0.5,0.3703703703703704,1.0,0.0,0.25,0.5555555555555556,0.5,1.0,0.19965098895176683,0.23545859673111502,0.09984613015430349,0.038409758616838575,0.573365474454024,Low Risk
Nam,2000 - 2002,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,1,3,3,3,3,2,4,0,3,0,0,4,7,4,4,2,4,1.0,0.5,1.0,1.0,0.75,0.22222222222222224,1.0,1.0,0.0,0.3333333333333335,0.5,0.75,0.22365380165046478,0.311920659247748,0.11893280410649945,0.010295974771622104,0.6648032397763343,Medium Risk
Nam,2000 - 2002,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,3,0,3,2,0,3,3,3,2,1,1,1,8,1,3,2,4,0.5,1.0,0.3333333333333333,1.0,0.0,0.7037037037037037,0.6666666666666667,0.6666666666666667,0.75,0.22222222222222232,0.375,0.75,0.102208155687075,0.2175546120054979,0.12824221472534353,0.07061338517348663,0.518618367591403,Low Risk
Nữ,2009 - 2012,Sinh viên đại học / cao đẳng (năm 1-2),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,3,0,3,0,3,3,7,2,2,3,0,2,9,3,2,2,3,1.0,1.0,0.5,1.0,0.0,0.4444444444444445,0.0,1.0,0.5,0.11111111111111116,0.25,0.5,0.06813877045805,0.2947349131395729,0.07130393118349611,0.045931592918810854,0.4801092076999298,Low Risk
Nữ,1997 - 1999,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,2,0,3,3,1,3,6,2,3,3,2,4,1,2,3,4,3,0.5,0.8333333333333333,0.6666666666666666,1.0,0.0,0.3703703703703704,0.0,0.33333333333333337,0.0,1.0,0.625,0.5,0.14729519218771867,0.23439775172137198,0.04334944852290293,0.0308879243148663,0.4559303167468599,Low Risk
Nam,1997 - 1999,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,2,0,3,2,0,0,5,2,1,0,1,4,3,5,2,5,4,0.25,0.3333333333333333,0.3333333333333333,1.0,0.0,0.6296296296296297,1.0,0.6666666666666667,0.0,0.7777777777777778,0.625,0.75,0.1549791035068541,0.16297783770333862,0.14411850569967796,0.0240239411337849,0.4860993880436556,Low Risk
Nữ,2003 - 2005,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,1,2,3,2,0,3,3,1,1,0,0,2,7,8,2,5,5,0.75,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5925925925925927,1.0,1.0,0.5,0.3333333333333335,0.625,1.0,0.22603646286165638,0.23981553244511275,0.15156858987606203,0.05279557609989226,0.6702161612827234,Medium Risk
Nam,2000 - 2002,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,2,0,3,3,3,3,2,2,3,3,2,2,9,7,2,4,3,1.0,0.8333333333333333,1.0,1.0,0.0,0.5185185185185185,0.0,0.33333333333333337,0.5,0.11111111111111116,0.5,0.5,0.12090971827782909,0.32269261053526277,0.056403762830727955,0.045931592918810854,0.5459376845626307,Low Risk
Nam,2006 - 2008,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,4,3,2,3,0,3,1,7,0,1,3,3,3,4,9,2,1,5,1.0,0.6666666666666666,0.5,1.0,0.5,0.3333333333333334,0.0,0.0,0.25,0.6666666666666667,0.125,1.0,0.12049456722209818,0.2839629618520581,0.029372207192606338,0.04184175020737928,0.4756714864741419,Low Risk
Nam,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,1,2,3,0,3,0,5,0,2,0,2,4,2,2,4,3,4,1.0,0.16666666666666666,0.5,1.0,0.5,0.29629629629629634,1.0,0.33333333333333337,0.0,0.8888888888888888,0.625,0.75,0.21835255154252092,0.26780503492078594,0.1040326357537313,0.0274559327243256,0.6176461549413638,Medium Risk
Nam,2009 - 2012,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,2,0,3,0,3,2,8,1,2,3,0,4,3,3,4,3,3,0.25,0.6666666666666666,0.5,1.0,0.0,0.29629629629629634,0.0,1.0,0.0,0.7777777777777778,0.625,0.5,0.14729519218771867,0.1848643466706692,0.058249616875671074,0.0240239411337849,0.4144330968678439,Low Risk
Nữ,1997 - 1999,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,2,3,3,0,3,1,2,2,3,0,1,1,3,10,5,3,3,0.25,0.5,0.5,1.0,0.75,0.5185185185185185,1.0,0.6666666666666667,0.75,0.7777777777777778,0.75,0.5,0.26874083815110844,0.17947837102691178,0.13432776996880919,0.08777334312619012,0.6703203222730195,Medium Risk
Nữ,2000 - 2002,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,3,0,3,3,2,1,9,0,2,2,2,0,1,6,3,2,2,0.75,0.6666666666666666,0.8333333333333333,1.0,0.0,0.14814814814814817,0.33333333333333337,0.33333333333333337,1.0,1.0,0.375,0.25,0.0868403330488041,0.27315920548455996,0.046171425189412335,0.1158871269714066,0.522058090694183,Low Risk
Nam,2009 - 2012,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,1,1,1,3,2,3,1,10,0,3,2,3,4,7,7,4,1,4,0.25,0.3333333333333333,0.8333333333333333,1.0,0.25,0.0,0.33333333333333337,0.0,0.0,0.3333333333333335,0.375,0.75,0.1338948797049084,0.19632151074278587,0.022403448128246968,0.010295974771622104,0.3629158133475633,Low Risk
Nam,2006 - 2008,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,3,3,2,2,3,4,3,2,1,3,4,4,3,3,3,3,0.75,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6666666666666666,0.6666666666666667,0.0,0.0,0.6666666666666667,0.5,0.5,0.21596989033132935,0.26204464780474424,0.1035513106417066,0.0205919495432442,0.6021577983210243,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,2,3,3,2,3,3,9,0,3,2,0,2,3,6,3,3,3,0.5,0.8333333333333333,0.8333333333333333,1.0,0.75,0.037037037037037056,0.33333333333333337,1.0,0.5,0.7777777777777778,0.5,0.5,0.21596989033132935,0.24551230940118773,0.057808014965224225,0.06652354246205505,0.5858137571597963,Low Risk
Nam,2003 - 2005,Đã đi làm toàn thời gian,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,2,1,3,3,1,1,3,3,3,2,0,4,5,8,3,5,3,0.75,0.5,0.6666666666666666,1.0,0.25,0.5925925925925926,0.33333333333333337,1.0,0.0,0.5555555555555556,0.75,0.5,0.20536739011544164,0.2566586721609868,0.10676169361956811,0.0171599579527035,0.5859477138487001,Low Risk
Nữ,2003 - 2005,Đã đi làm toàn thời gian,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để học (LMS, tài liệu, nghiên cứu)",1,1,4,3,0,0,0,3,3,3,1,0,0,7,4,4,2,5,0.25,0.16666666666666666,0.0,1.0,1.0,0.5925925925925926,0.6666666666666667,1.0,1.0,0.3333333333333335,0.5,1.0,0.2630244369874337,0.13536274669994974,0.12916514174781507,0.0952951774281624,0.622847502863361,Medium Risk
Nam,1997 - 1999,Freelancer / tự kinh doanh,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,4,2,3,3,0,3,3,5,2,1,3,3,1,9,4,4,5,4,1.0,0.8333333333333333,0.5,1.0,0.75,0.6296296296296297,0.0,0.0,0.75,0.11111111111111116,0.875,0.75,0.3028102233801334,0.28934893749581553,0.055480835808256405,0.06718139358294592,0.7148213902671512,High Risk
Nam,2003 - 2005,Vừa học vừa đi làm / thực tập,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,2,1,3,3,2,3,3,2,3,2,1,3,4,4,5,1,5,0.75,0.8333333333333333,0.8333333333333333,1.0,0.25,0.48148148148148145,0.33333333333333337,0.6666666666666667,0.25,0.6666666666666667,0.5,1.0,0.1679642649339334,0.2785451811283174,0.086257295135359,0.04184175020737928,0.574608491404989,Low Risk
Nữ,2000 - 2002,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",3,1,1,3,3,3,2,3,2,2,1,1,4,8,9,5,3,4,0.75,0.5,1.0,1.0,0.25,0.5925925925925926,0.6666666666666667,0.6666666666666667,0.0,0.22222222222222232,0.75,0.75,0.21305130143457707,0.2788877875206183,0.11845147899447475,0.006863983181081403,0.6172545511307516,Medium Risk
Nam,2009 - 2012,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để học (LMS, tài liệu, nghiên cứu)",2,3,4,3,3,1,2,5,1,1,3,2,4,3,3,3,4,3,0.5,0.8333333333333333,0.6666666666666666,1.0,1.0,0.5185185185185185,0.0,0.33333333333333337,0.0,0.7777777777777778,0.625,0.5,0.27404208825905235,0.23439775172137198,0.056403762830727955,0.0240239411337849,0.5888675439449372,Low Risk
Nam,2003 - 2005,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,1,1,3,1,0,1,2,3,1,2,3,4,1,3,2,4,3,1.0,0.3333333333333333,0.16666666666666666,1.0,0.25,0.8518518518518517,0.33333333333333337,0.0,0.0,1.0,0.5,0.5,0.15259644229566252,0.25096189520491186,0.09746575539824093,0.0308879243148663,0.5319120172136815,Low Risk
Nữ,2006 - 2008,Học sinh THPT,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,2,1,3,3,2,2,0,3,3,2,2,2,0,3,8,3,4,5,0.5,0.16666666666666666,0.6666666666666666,1.0,0.75,0.7037037037037037,0.33333333333333337,0.33333333333333337,1.0,0.7777777777777778,0.625,1.0,0.2577231868794898,0.21285384914634237,0.09512510384375623,0.10902314379032521,0.6747252836599136,Medium Risk
Nam,1997 - 1999,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",2,3,1,3,3,2,3,1,3,3,3,3,4,3,3,5,5,5,0.5,1.0,0.8333333333333333,1.0,0.25,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,1.0,1.0,0.27350616057349164,0.25089828504494516,0.05874441438521266,0.0240239411337849,0.6071728011374343,Low Risk
Nam,2000 - 2002,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,2,3,2,3,2,3,2,3,1,3,0,3,1,1,4,2,5,5,0.5,0.8333333333333333,0.8333333333333333,1.0,0.5,0.3703703703703704,1.0,0.0,0.75,1.0,0.625,1.0,0.22603646286165638,0.24551230940118773,0.09984613015430349,0.09463732630727152,0.6660322287244191,Medium Risk
Nam,2009 - 2012,Học sinh THPT,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)",Cân bằng cả học lẫn giải trí,3,1,3,3,0,2,3,6,2,3,2,1,2,4,4,3,4,3,0.75,0.6666666666666666,0.3333333333333333,1.0,0.75,0.3703703703703704,0.33333333333333337,0.6666666666666667,0.5,0.6666666666666667,0.625,0.5,0.24235536424121892,0.23981553244511275,0.07646655940449024,0.06309155087151436,0.6217290069623362,Medium Risk
Nam,2000 - 2002,Freelancer / tự kinh doanh,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",3,2,3,3,3,1,3,5,1,3,0,3,0,5,5,5,3,5,0.75,0.8333333333333333,0.6666666666666666,1.0,0.75,0.2962962962962963,1.0,0.0,1.0,0.5555555555555556,0.75,1.0,0.28410866078937935,0.2674306234485016,0.09331897300039096,0.10215916060924381,0.7470174178475157,High Risk
Nam,2000 - 2002,Đã đi làm toàn thời gian,Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),Cân bằng cả học lẫn giải trí,1,1,1,3,2,2,1,3,2,2,2,3,4,2,10,3,3,2,0.25,0.3333333333333333,0.6666666666666666,1.0,0.25,0.5925925925925926,0.33333333333333337,0.0,0.0,0.8888888888888888,0.5,0.25,0.14491253097652707,0.18520695306297014,0.07462070535954711,0.0274559327243256,0.43219612212336994,Low Risk
Nam,2000 - 2002,Vừa học vừa đi làm / thực tập,"Kết hợp hybrid (2-3 ngày trực tiếp, còn lại online/remote)","Chủ yếu để giải trí (mạng xã hội, game, xem phim)",1,3,4,3,0,2,0,4,0,3,2,0,0,7,3,5,1,3,0.25,0.5,0.3333333333333333,1.0,1.0,0.22222222222222224,0.33333333333333337,1.0,1.0,0.3333333333333335,0.5,0.5,0.2476566143491628,0.16836381334709605,0.07412590785000553,0.0952951774281624,0.5854415129744268,Low Risk
Nam,2009 - 2012,Sinh viên đại học / cao đẳng (năm 3-4+),Hoàn toàn trực tiếp (đến trường / văn phòng ≥ 4 ngày/tuần),"Chủ yếu để giải trí (mạng xã hội, game, xem phim)",4,3,4,3,3,1,3,9,1,2,1,2,3,2,8,4,2,2,1.0,1.0,0.6666666666666666,1.0,1.0,0.2592592592592593,0.6666666666666667,0.33333333333333337,0.25,0.8888888888888888,0.5,0.25,0.23997270303002735,0.30584947081938874,0.07836560904852809,0.048705733388460674,0.6728935162864048,Medium Risk
